English,Kokborok
They are eating breakfast.,Bwrwi berani chamungwi chama ong.
I have a stomach ache.,Ang ni kwchak ache.
Where is the nearest hospital?,Chwngna hospital bobo tal?
My shoes are wet.,Angni juta twiyak.
He left in the morning.,Bo berani thang.
She likes to draw.,Bo phai borokma bwrwi.
I need to charge my phone.,Angni phoneno charge nangya.
Please open your bag.,Nini bag phangkha hum.
They went to the cinema.,Bwrwi cinemao thang.
He is afraid of dogs.,Bo sui no khwlaima.
I love my family.,Ang ani nokhorbaro jola.
The light is too bright.,Phorang dangwi phangswi.
She is wearing a red dress.,Bo rongbwrwi rog chima ong.
Are you feeling okay?,Nwng kwbango malai do?
We are cleaning the house.,Bwrwi nok phangma ong.
He is waiting outside.,Bo bwrwi nangyak ong.
The fan is not working.,Fan ya kamijak.
I am brushing my teeth.,Ang ni buk swima ong.
She made tea for us.,Bo bwrwino chani cha slaima.
Close the window, please.,Janela phatek hum.
Do you like music?,Nwng musika khuswi do?
He is on the phone.,Bo phono rwchap ong.
This bag is very heavy.,Bini bag dangwi barwi.
We are planning a trip.,Bwrwi lombo twiyar ong.
Please wash the vegetables.,Pechak silaima hum.
I don’t have any money.,Angno somoy ya.
She is laughing at me.,Bo angno moloma ong.
He is very friendly.,Bo kwbango urumung.
I am learning new words.,Ang nwtwi ngo hikhma ong.
What is your problem?,Nini bobo somoy?
He always comes late.,Bo dangwi dera phiyok.
Do not touch that.,Bini chaya hum.
It is raining outside.,Bwrwi twichwk ong.
We are going shopping.,Bwrwi braima thangma ong.
Turn on the TV.,TV thangkha hum.
I forgot the keys.,Ang chabi pahari.
He is good at cooking.,Bo hakchak chekma kwbang.
Can you hear me?,Nwng angno khnama paro do?
They are playing cricket.,Bwrwi cricket chelma ong.
I want some water.,Ang mwnte twi nangya.
She sings beautifully.,Bo bugwi rwma ong.
Please clean the table.,Table phangma hum.
I lost my notebook.,Ang ani notebook harai.
He is fixing the chair.,Bo kwdalwi phangma ong.
Do you need help?,Nwng sahaima nangya do?
We are going by bus.,Bwrwi buso thangma ong.
He is watering the plants.,Bo bwphangno twi laima ong.
I am late for school.,Ang iskulo dera ong.
She likes chocolate.,Bo chocolate khuswi.
It’s very cold today.,Diniwi dangwi nwngma.
The baby is crying.,Khonthai kadima ong.
We are watching a movie.,Bwrwi cinema naima ong.
He is baking a cake.,Bo cake chekma ong.
She is combing her hair.,Bo boni phak laka ong.
Where is your house?,Nini nok bobo?
I am writing an exam.,Ang test swima ong.
They are building a bridge.,Bwrwi bridge slaima ong.
She is painting the wall.,Bo dewal rangma ong.
Are you ready?,Nwng twiyar do?
He is taking a shower.,Bo shower laima ong.
Close the gate.,Gate phatek hum.
The road is slippery.,Lamba sim sim.
She is buying fruits.,Bo bithi braima ong.
Let’s go together.,Kharing thangwi hum.
Do you know the answer?,Nwng jawab khwna do?
He cleaned the room.,Bo ghar phangma.
She is baking cookies.,Bo biscuit chekma ong.
We are feeding the cat.,Bwrwi mousano chamma ong.
He is tying his shoes.,Bo boni juta rangma ong.
Please answer the question.,Questionni jawab rwchap hum.
I can’t find my bag.,Ang ani bag naima ya.
She is opening the shop.,Bo dokan phangkha ong.
Do not write on the wall.,Dewalo swima hum.
He helped the old man.,Bo bwchap chakrano sahaima.
It is getting dark.,Horang bwkhasa thangma.
We are calling the teacher.,Bwrwi masterno hwn ong.
I need to charge my laptop.,Ang laptop charge nangya.
She brought snacks.,Bo kharak pechak.
They are planting trees.,Bwrwi bwphang tuima ong.
He went out quickly.,Bo chamungwi thang.
Can you lift this box?,Nwng bi bakswi tonglai paro do?
I made a mistake.,Ang goth khama.
Please don’t cry.,Kadima ma hum.
He is turning off the fan.,Bo fan wanchaya ong.
I will be back soon.,Ang agwi rwchap phiyok.
They are cleaning the garden.,Bwrwi bagan phangma ong.
She is feeding the baby.,Bo khonthaino chamma ong.
What are you searching for?,Nwng bobo tagwi naima ong?
I am not feeling well.,Ang kwbango malaiwa.
He is picking flowers.,Bo bwkhluk raima ong.
She is cutting onions.,Bo piaz tongma ong.
Can I use your phone?,Ang nini phoneno barwi do?
We are watching birds.,Bwrwi twkhwi naima ong.
He is playing with kids.,Bo khoroksano chelma ong.
It’s time to sleep.,Mwtaima somoi ong.
Please don’t shout.,Grama ma hum.
I am making lunch.,Ang talsa twiyar ong.
She is reading the newspaper.,Bo paper poraima ong.
They are opening the gifts.,Bwrwi gift phangkha ong.
He is carrying a heavy bag.,Bo barwi bag tongma ong.
Where is my pen?,Ani pen bobo?
